#{"t_start": 1747751785.5006213, "env_id": "None"}
r,l,t
-1.0,1,40.931675
-1.0,3,40.966598
-1.0,1,40.990564
-1.1,2,41.027133
-1.0,1,41.047089
-1.0,3,41.093113
-1.0,1,41.111075
-1.0,1,41.13607
-1.0,1,41.155771
-1.0,1,41.170965
-1.0,1,41.19103
-0.9,2,41.223454
-1.0,3,41.278652
-1.0,1,41.296608
-1.0,3,41.342746
-1.0,1,41.362188
-1.0,1,41.385527
-0.9,2,41.417335
-1.1,2,41.443516
-1.0,1,41.461984
-0.9,2,41.495631
-0.9,2,41.525036
-1.0,1,41.541705
-1.0,1,41.562904
-1.0,1,41.576322
-1.0,1,41.596772
-1.0,1,41.617197
-1.0,1,41.630925
-1.0,1,41.647084
-1.0,3,41.695336
-0.9,4,41.761871
-1.0,1,41.780659
-1.0,1,41.804739
-1.0,3,41.842924
-1.0,1,41.863204
-1.1,2,41.896905
-1.0,1,41.915771
-1.0,1,41.933847
-1.0,1,41.951755
-0.9,2,41.988106
-1.0,1,42.004025
-1.0,1,42.023802
-1.0,1,42.047657
-1.0,1,42.072824
-1.0,1,42.097304
-1.0,1,42.114954
-1.0,1,42.133788
-0.9,2,42.166217
-1.1,2,42.19937
-1.1,2,42.22684
-1.0,1,42.246635
-1.0,1,42.262761
-1.0,1,42.280922
-1.0,1,42.301823
-1.0,1,42.316908
-1.0,1,42.344825
-1.0,1,42.364229
-1.0,1,42.381897
-1.2,5,42.450127
-1.1,4,42.502641
-1.1,2,42.530343
-1.0,1,42.551087
-1.0,1,42.570028
-1.0,1,42.590915
-1.0,1,42.607108
-1.0,1,42.622939
-1.0,1,42.647706
-1.0,1,42.667074
-1.1,2,42.697034
-0.9,2,42.732732
-1.1,2,42.757823
-0.9,6,42.836269
-1.0,5,42.906476
-1.0,1,42.932761
-1.0,1,42.952216
-1.0,1,42.967373
-0.9,6,43.049031
-1.0,1,43.066408
-1.1,4,43.127673
-0.9,2,43.166954
-1.0,3,43.217386
-1.0,1,43.232788
-1.0,1,43.251669
-1.0,1,43.272222
-1.0,1,43.286687
-1.1,2,43.316395
-1.1,2,43.349852
-1.0,3,43.397189
-1.0,1,43.413113
-1.0,3,43.448454
-1.0,1,43.467219
-1.0,1,43.491675
1.1,2,43.535223
-1.1,4,43.585744
-1.0,1,43.60534
-1.0,1,43.622297
-1.0,1,43.643688
-1.0,1,43.66303
-1.0,1,43.684767
-1.0,1,43.704274
-1.0,3,43.746132
-1.1,2,43.780829
-1.0,1,43.804056
-1.1,2,43.832292
-1.0,1,43.84662
-1.0,1,43.867143
-1.0,1,43.885632
-1.0,1,43.902899
-0.9,2,43.932979
-1.1,2,43.955716
-0.8,3,44.012436
-1.1,2,44.047967
-1.0,1,44.066329
-1.0,1,44.084837
-1.0,1,44.10028
-1.0,1,44.117106
-1.2,5,44.181957
-1.1,2,44.211669
-1.0,1,44.227099
-1.0,1,44.248491
-1.0,1,44.272471
-1.0,1,44.292506
-1.0,3,44.348545
