#{"t_start": 1747757839.2502089, "env_id": "None"}
r,l,t
-1.2,3,69.742012
-1.0,7,69.924371
-1.0,1,69.956789
-1.0,1,69.985785
-1.0,3,70.061821
-1.1,6,70.226668
-1.0,3,70.319154
-1.0,1,70.342435
-1.0,1,70.372638
-1.0,1,70.399424
3,67.177484
-0.8,7,67.387347
-1.0,1,67.420338
1.1,2,67.478354
-0.9,2,67.532555
-1.0,3,67.608376
-1.2,3,67.695127
-1.0,1,67.732213
-1.0,3,67.82553
-1.1,2,67.88148
-0.9,2,67.93323
-1.1,2,67.997553
-1.0,1,68.022551
-1.0,1,68.073849
-1.0,1,68.112007
-1.0,3,68.178983
-1.0,1,68.212094
-1.0,1,68.244902
-0.9,2,68.290183
-1.0,1,68.324185
-1.0,1,68.348382
-1.0,1,68.379755
-0.9,2,68.449378
-1.0,1,68.481963
-1.0,3,68.567666
-0.7,4,68.689887
-0.7,4,68.803901
-1.0,1,68.828603
-1.0,1,68.857898
-1.0,3,68.941729
-0.9,2,68.999503
-0.9,2,69.042566
-1.3,4,69.147965
-1.0,1,69.185077
-1.1,4,69.301623
-1.1,2,69.363871
-1.1,2,69.43283
-1.0,1,69.456725
-0.9,2,69.519107
-1.0,1,69.542073
-1.0,1,69.566849
-1.0,5,69.693796
-0.9,2,69.748202
-1.0,1,69.773047
-1.1,2,69.828695
-1.0,1,69.857286
-0.9,2,69.898855
-1.0,1,69.930561
-1.0,1,69.962979
-0.9,2,70.022645
-1.1,2,70.068011
-0.9,2,70.125417
-1.0,1,70.151059
-1.0,1,70.179406
-1.0,1,70.204874
-1.1,2,70.269346
-1.1,2,70.325344
-0.9,2,70.378828
596
-1.0,1,68.558433
-1.0,1,68.586331
-1.0,1,68.620471
-1.0,1,68.660138
-1.0,1,68.683668
-0.9,2,68.738806
-1.2,5,68.876777
-1.0,3,68.956313
-1.0,1,68.99127
-0.9,4,69.086402
-1.0,1,69.108658
-1.0,1,69.140748
-1.1,2,69.213603
-1.2,3,69.291857
-0.9,2,69.351576
-1.0,1,69.383064
-1.0,1,69.423084
-1.1,2,69.484827
-0.9,2,69.533839
-1.1,8,69.739969
-1.0,1,69.762797
-1.0,1,69.796566
-1.3,6,69.953065
-1.0,1,69.986272
-1.0,1,70.011366
-1.0,1,70.036727
-1.0,1,70.058265
-1.0,1,70.091705
-1.2,7,70.28186
-1.0,1,70.317111
-1.0,3,70.396362
